,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Geographic Area,City,Median Income
16561,16561,16561,16561,16561,NM,Jacona CDP,54375
16562,16562,16562,16562,16562,NM,Jaconita CDP,47396
16563,16563,16563,16563,16563,NM,Jal city,51667
16564,16564,16564,16564,16564,NM,Jarales CDP,41053
16565,16565,16565,16565,16565,NM,Jemez Pueblo CDP,46042
16566,16566,16566,16566,16566,NM,Jemez Springs village,56786
16567,16567,16567,16567,16567,NM,Keeler Farm CDP,31538
16568,16568,16568,16568,16568,NM,Kingston CDP,-
16569,16569,16569,16569,16569,NM,Kirtland CDP,61563
16570,16570,16570,16570,16570,NM,La Cienega CDP,54545
16571,16571,16571,16571,16571,NM,La Cueva CDP,88625
16572,16572,16572,16572,16572,NM,Laguna CDP,32760
16573,16573,16573,16573,16573,NM,La Hacienda CDP,28438
16574,16574,16574,16574,16574,NM,La Huerta CDP,84922
16575,16575,16575,16575,16575,NM,La Jara CDP,(X)
16576,16576,16576,16576,16576,NM,La Joya CDP,-
16577,16577,16577,16577,16577,NM,Lake Arthur town,60417
16578,16578,16578,16578,16578,NM,Lake Roberts CDP,-
16579,16579,16579,16579,16579,NM,Lake Roberts Heights CDP,-
16580,16580,16580,16580,16580,NM,Lake Sumner CDP,(X)
16581,16581,16581,16581,16581,NM,Lake Valley CDP,49167
16582,16582,16582,16582,16582,NM,La Luz CDP,42917
16583,16583,16583,16583,16583,NM,La Madera CDP,-
16584,16584,16584,16584,16584,NM,La Mesa CDP,29083
16585,16585,16585,16585,16585,NM,La Mesilla CDP,61188
16586,16586,16586,16586,16586,NM,Lamy CDP,52639
16587,16587,16587,16587,16587,NM,La Plata CDP,(X)
16588,16588,16588,16588,16588,NM,La Puebla CDP,21325
16589,16589,16589,16589,16589,NM,Las Cruces city,41330
16590,16590,16590,16590,16590,NM,Las Maravillas CDP,57330
16591,16591,16591,16591,16591,NM,Las Nutrias CDP,59524
16592,16592,16592,16592,16592,NM,Las Palomas CDP,(X)
16593,16593,16593,16593,16593,NM,Las Vegas city,23904
16594,16594,16594,16594,16594,NM,La Union CDP,37337
16595,16595,16595,16595,16595,NM,La Villita CDP,38774
16596,16596,16596,16596,16596,NM,Lee Acres CDP,39878
16597,16597,16597,16597,16597,NM,Lemitar CDP,(X)
16598,16598,16598,16598,16598,NM,Livingston Wheeler CDP,79554
16599,16599,16599,16599,16599,NM,Llano del Medio CDP,(X)
16600,16600,16600,16600,16600,NM,Loco Hills CDP,-
16601,16601,16601,16601,16601,NM,Logan village,35294
16602,16602,16602,16602,16602,NM,Lordsburg city,31290
16603,16603,16603,16603,16603,NM,Los Alamos CDP,98458
16604,16604,16604,16604,16604,NM,Los Cerrillos CDP,45313
16605,16605,16605,16605,16605,NM,Los Chaves CDP,52409
16606,16606,16606,16606,16606,NM,Los Luceros CDP,41775
16607,16607,16607,16607,16607,NM,Los Lunas village,52166
16608,16608,16608,16608,16608,NM,Los Ojos CDP,(X)
16609,16609,16609,16609,16609,NM,Los Ranchos de Albuquerque village,62367
16610,16610,16610,16610,16610,NM,Loving village,34519
16611,16611,16611,16611,16611,NM,Lovington city,51450
16612,16612,16612,16612,16612,NM,Lower Frisco CDP,-
16613,16613,16613,16613,16613,NM,Luis Lopez CDP,26066
16614,16614,16614,16614,16614,NM,Lumberton CDP,-
16615,16615,16615,16615,16615,NM,Luna CDP,(X)
16616,16616,16616,16616,16616,NM,Lyden CDP,(X)
16617,16617,16617,16617,16617,NM,McCartys Village CDP,(X)
16618,16618,16618,16618,16618,NM,McIntosh CDP,40060
16619,16619,16619,16619,16619,NM,Madrid CDP,28250
16620,16620,16620,16620,16620,NM,Madrone CDP,26250
16621,16621,16621,16621,16621,NM,Magdalena village,25735
16622,16622,16622,16622,16622,NM,Malaga CDP,23182
16623,16623,16623,16623,16623,NM,Manzano CDP,-
16624,16624,16624,16624,16624,NM,Manzano Springs CDP,(X)
16625,16625,16625,16625,16625,NM,Maxwell village,19250
16626,16626,16626,16626,16626,NM,Mayhill CDP,-
16627,16627,16627,16627,16627,NM,Meadow Lake CDP,24076
16628,16628,16628,16628,16628,NM,Melrose village,35096
16629,16629,16629,16629,16629,NM,Mescalero CDP,31393
16630,16630,16630,16630,16630,NM,Mesilla town,46000
16631,16631,16631,16631,16631,NM,Mesita CDP,40625
16632,16632,16632,16632,16632,NM,Mesquite CDP,(X)
16633,16633,16633,16633,16633,NM,Middle Frisco CDP,50250
16634,16634,16634,16634,16634,NM,Midway CDP,27371
16635,16635,16635,16635,16635,NM,Milan village,30179
16636,16636,16636,16636,16636,NM,Mimbres CDP,(X)
16637,16637,16637,16637,16637,NM,Monterey Park CDP,15806
16638,16638,16638,16638,16638,NM,Monument CDP,(X)
16639,16639,16639,16639,16639,NM,Moquino CDP,-
16640,16640,16640,16640,16640,NM,Mora CDP,23193
16641,16641,16641,16641,16641,NM,Moriarty city,29144
16642,16642,16642,16642,16642,NM,Morningside CDP,70604
16643,16643,16643,16643,16643,NM,Mosquero village,36250
16644,16644,16644,16644,16644,NM,Mountainair town,22500
16645,16645,16645,16645,16645,NM,Mountain View CDP,(X)
16646,16646,16646,16646,16646,NM,Nadine CDP,86250
16647,16647,16647,16647,16647,NM,Nageezi CDP,13973
16648,16648,16648,16648,16648,NM,Nakaibito CDP,36250
16649,16649,16649,16649,16649,NM,Nambe CDP,47266
16650,16650,16650,16650,16650,NM,Napi Headquarters CDP,29643
16651,16651,16651,16651,16651,NM,Nara Visa CDP,45804
16652,16652,16652,16652,16652,NM,Naschitti CDP,36250
16653,16653,16653,16653,16653,NM,Navajo CDP,19118
16654,16654,16654,16654,16654,NM,Navajo Dam CDP,66216
16655,16655,16655,16655,16655,NM,Nenahnezad CDP,34167
16656,16656,16656,16656,16656,NM,Newcomb CDP,33750
16657,16657,16657,16657,16657,NM,Newkirk CDP,-
16658,16658,16658,16658,16658,NM,Nogal CDP,(X)
16659,16659,16659,16659,16659,NM,North Acomita Village CDP,37604
16660,16660,16660,16660,16660,NM,North Hobbs CDP,78333
16661,16661,16661,16661,16661,NM,North Hurley CDP,30278
16662,16662,16662,16662,16662,NM,North Light Plant CDP,20352
16663,16663,16663,16663,16663,NM,North San Ysidro CDP,-
16664,16664,16664,16664,16664,NM,North Valley CDP,45291
16665,16665,16665,16665,16665,NM,Oasis CDP,(X)
16666,16666,16666,16666,16666,NM,Ohkay Owingeh CDP,37656
16667,16667,16667,16667,16667,NM,Ojo Amarillo CDP,21364
16668,16668,16668,16668,16668,NM,Organ CDP,(X)
16669,16669,16669,16669,16669,NM,Orogrande CDP,50000
16670,16670,16670,16670,16670,NM,Paguate CDP,23929
16671,16671,16671,16671,16671,NM,Pajarito Mesa CDP,14836
16672,16672,16672,16672,16672,NM,Paradise Hills CDP,68148
16673,16673,16673,16673,16673,NM,Paraje CDP,28523
16674,16674,16674,16674,16674,NM,Pastura CDP,-
16675,16675,16675,16675,16675,NM,Peak Place CDP,33214
16676,16676,16676,16676,16676,NM,Pecan Park CDP,-
16677,16677,16677,16677,16677,NM,Pecos village,19504
16678,16678,16678,16678,16678,NM,Pe_a Blanca CDP,48015
16679,16679,16679,16679,16679,NM,Pe_asco CDP,30833
16680,16680,16680,16680,16680,NM,Peralta town,49877
16681,16681,16681,16681,16681,NM,Picuris Pueblo CDP,19375
16682,16682,16682,16682,16682,NM,Pie Town CDP,26314
16683,16683,16683,16683,16683,NM,Pinehill CDP,33333
16684,16684,16684,16684,16684,NM,Pinon CDP,-
16685,16685,16685,16685,16685,NM,Pinos Altos CDP,(X)
16686,16686,16686,16686,16686,NM,Placitas CDP (Do_a Ana County),15568
16687,16687,16687,16687,16687,NM,Placitas CDP (Sandoval County),76992
16688,16688,16688,16688,16688,NM,Playas CDP,(X)
16689,16689,16689,16689,16689,NM,Pleasanton CDP,92750
16690,16690,16690,16690,16690,NM,Pojoaque CDP,49250
16691,16691,16691,16691,16691,NM,Polvadera CDP,13325
16692,16692,16692,16692,16692,NM,Ponderosa CDP,41875
16693,16693,16693,16693,16693,NM,Ponderosa Pine CDP,56250
16694,16694,16694,16694,16694,NM,Portales city,32758
16695,16695,16695,16695,16695,NM,Pueblito CDP,32917
16696,16696,16696,16696,16696,NM,Pueblitos CDP,37750
16697,16697,16697,16697,16697,NM,Pueblo CDP,-
16698,16698,16698,16698,16698,NM,Pueblo of Sandia Village CDP,40000
16699,16699,16699,16699,16699,NM,Pueblo Pintado CDP,(X)
16700,16700,16700,16700,16700,NM,Puerto de Luna CDP,34063
16701,16701,16701,16701,16701,NM,Pulpotio Bareas CDP,-
16702,16702,16702,16702,16702,NM,Quemado CDP,-
16703,16703,16703,16703,16703,NM,Questa village,26761
16704,16704,16704,16704,16704,NM,Radium Springs CDP,56506
16705,16705,16705,16705,16705,NM,Ramah CDP,64250
16706,16706,16706,16706,16706,NM,Rancho Grande CDP,51696
16707,16707,16707,16707,16707,NM,Ranchos de Taos CDP,35293
16708,16708,16708,16708,16708,NM,Raton city,30803
16709,16709,16709,16709,16709,NM,Red River town,34643
16710,16710,16710,16710,16710,NM,Regina CDP,-
16711,16711,16711,16711,16711,NM,Reserve village,31389
16712,16712,16712,16712,16712,NM,Ribera CDP,28004
16713,16713,16713,16713,16713,NM,Rincon CDP,-
16714,16714,16714,16714,16714,NM,Rio Communities CDP,38633
16715,16715,16715,16715,16715,NM,Rio en Medio CDP,(X)
16716,16716,16716,16716,16716,NM,Rio Lucio CDP,42500
16717,16717,16717,16717,16717,NM,Rio Rancho city,60893
16718,16718,16718,16718,16718,NM,Rivers CDP,-
16719,16719,16719,16719,16719,NM,Rock Springs CDP,28750
16720,16720,16720,16720,16720,NM,Rodeo CDP,10655
16721,16721,16721,16721,16721,NM,Rodey CDP,16023
16722,16722,16722,16722,16722,NM,Rosedale CDP,(X)
16723,16723,16723,16723,16723,NM,Roswell city,39975
16724,16724,16724,16724,16724,NM,Rowe CDP,46250
16725,16725,16725,16725,16725,NM,Roy village,27500
16726,16726,16726,16726,16726,NM,Ruidoso village,42098
16727,16727,16727,16727,16727,NM,Ruidoso Downs city,25653
16728,16728,16728,16728,16728,NM,Sacramento CDP,-
16729,16729,16729,16729,16729,NM,Salem CDP,(X)
16730,16730,16730,16730,16730,NM,San Acacia CDP,-
16731,16731,16731,16731,16731,NM,San Antonio CDP,-
16732,16732,16732,16732,16732,NM,San Antonito CDP (Bernalillo County),81778
16733,16733,16733,16733,16733,NM,San Antonito CDP (Socorro County),70221
16734,16734,16734,16734,16734,NM,San Cristobal CDP,(X)
16735,16735,16735,16735,16735,NM,Sandia Heights CDP,102537
16736,16736,16736,16736,16736,NM,Sandia Knolls CDP,71779
16737,16737,16737,16737,16737,NM,Sandia Park CDP,53906
16738,16738,16738,16738,16738,NM,San Felipe Pueblo CDP,48550
16739,16739,16739,16739,16739,NM,San Fidel CDP,-
16740,16740,16740,16740,16740,NM,San Ildefonso Pueblo CDP,40938
16741,16741,16741,16741,16741,NM,San Jon village,32500
16742,16742,16742,16742,16742,NM,San Jose CDP (Rio Arriba County),33333
16743,16743,16743,16743,16743,NM,San Jose CDP (San Miguel County),48750
16744,16744,16744,16744,16744,NM,San Lorenzo CDP,-
16745,16745,16745,16745,16745,NM,San Luis CDP,-
16746,16746,16746,16746,16746,NM,San Mateo CDP,48590
16747,16747,16747,16747,16747,NM,San Miguel CDP,35669
16748,16748,16748,16748,16748,NM,Sanostee CDP,20125
16749,16749,16749,16749,16749,NM,San Pablo CDP,47550
16750,16750,16750,16750,16750,NM,San Pedro CDP,59787
16751,16751,16751,16751,16751,NM,San Rafael CDP,69103
16752,16752,16752,16752,16752,NM,Santa Ana Pueblo CDP,46458
16753,16753,16753,16753,16753,NM,Santa Clara village,21724
16754,16754,16754,16754,16754,NM,Santa Clara Pueblo CDP,35417
16755,16755,16755,16755,16755,NM,Santa Cruz CDP,14167
16756,16756,16756,16756,16756,NM,Santa Fe city,50737
16757,16757,16757,16757,16757,NM,Santa Rosa city,30563
16758,16758,16758,16758,16758,NM,Santa Teresa CDP,42978
16759,16759,16759,16759,16759,NM,Santo Domingo Pueblo CDP,33194
16760,16760,16760,16760,16760,NM,San Ysidro CDP,31458
16761,16761,16761,16761,16761,NM,San Ysidro village,23438
16762,16762,16762,16762,16762,NM,Sausal CDP,34853
16763,16763,16763,16763,16763,NM,Seama CDP,24722
16764,16764,16764,16764,16764,NM,Seboyeta CDP,-
16765,16765,16765,16765,16765,NM,Sedillo CDP,78250
16766,16766,16766,16766,16766,NM,Sena CDP,(X)
16767,16767,16767,16767,16767,NM,Sheep Springs CDP,18125
16768,16768,16768,16768,16768,NM,Shiprock CDP,32324
16769,16769,16769,16769,16769,NM,Silver City town,36227
16770,16770,16770,16770,16770,NM,Skyline-Ganipa CDP,34028
16771,16771,16771,16771,16771,NM,Socorro city,33359
16772,16772,16772,16772,16772,NM,Soham CDP,(X)
16773,16773,16773,16773,16773,NM,Sombrillo CDP,(X)
16774,16774,16774,16774,16774,NM,South Acomita Village CDP,(X)
16775,16775,16775,16775,16775,NM,South Valley CDP,34357
16776,16776,16776,16776,16776,NM,Spencerville CDP,51397
16777,16777,16777,16777,16777,NM,Springer town,31250
16778,16778,16778,16778,16778,NM,Sunland Park city,28047
16779,16779,16779,16779,16779,NM,Sunshine CDP,(X)
16780,16780,16780,16780,16780,NM,Tajique CDP,-
16781,16781,16781,16781,16781,NM,Talpa CDP,26500
16782,16782,16782,16782,16782,NM,Taos town,31112
16783,16783,16783,16783,16783,NM,Taos Pueblo CDP,29716
16784,16784,16784,16784,16784,NM,Taos Ski Valley village,(X)
16785,16785,16785,16785,16785,NM,Tatum town,45313
16786,16786,16786,16786,16786,NM,Tecolote CDP,9110
16787,16787,16787,16787,16787,NM,Tecolotito CDP,(X)
16788,16788,16788,16788,16788,NM,Tesuque CDP,67083
16789,16789,16789,16789,16789,NM,Tesuque Pueblo CDP,40000
16790,16790,16790,16790,16790,NM,Texico city,32188
16791,16791,16791,16791,16791,NM,Thoreau CDP,21389
16792,16792,16792,16792,16792,NM,Tierra Amarilla CDP,(X)
16793,16793,16793,16793,16793,NM,Tijeras village,72031
16794,16794,16794,16794,16794,NM,Timberon CDP,(X)
16795,16795,16795,16795,16795,NM,Tohatchi CDP,39375
16796,16796,16796,16796,16796,NM,Tome CDP,31685
16797,16797,16797,16797,16797,NM,Torreon CDP (Sandoval County),21667
16798,16798,16798,16798,16798,NM,Torreon CDP (Torrance County),(X)
16799,16799,16799,16799,16799,NM,Trout Valley CDP,-
16800,16800,16800,16800,16800,NM,Truchas CDP,51964
16801,16801,16801,16801,16801,NM,Truth or Consequences city,26877
16802,16802,16802,16802,16802,NM,Tse Bonito CDP,(X)
16803,16803,16803,16803,16803,NM,Tucumcari city,24891
16804,16804,16804,16804,16804,NM,Tularosa village,30000
16805,16805,16805,16805,16805,NM,Twin Forks CDP,(X)
16806,16806,16806,16806,16806,NM,Twin Lakes CDP,16563
16807,16807,16807,16807,16807,NM,Tyrone CDP,41131
16808,16808,16808,16808,16808,NM,University Park CDP,12344
16809,16809,16809,16809,16809,NM,Upper Fruitland CDP,45962
16810,16810,16810,16810,16810,NM,Ute Park CDP,(X)
16811,16811,16811,16811,16811,NM,Vadito CDP,27083
16812,16812,16812,16812,16812,NM,Vado CDP,24938
16813,16813,16813,16813,16813,NM,Valencia CDP,33106
16814,16814,16814,16814,16814,NM,Vaughn town,31406
16815,16815,16815,16815,16815,NM,Veguita CDP,38088
16816,16816,16816,16816,16816,NM,Velarde CDP,(X)
16817,16817,16817,16817,16817,NM,Ventura CDP,29281
16818,16818,16818,16818,16818,NM,Villanueva CDP,(X)
16819,16819,16819,16819,16819,NM,Virden village,39375
16820,16820,16820,16820,16820,NM,Wagon Mound village,26429
16821,16821,16821,16821,16821,NM,Waterflow CDP,61250
16822,16822,16822,16822,16822,NM,Watrous CDP,-
16823,16823,16823,16823,16823,NM,Weed CDP,-
16824,16824,16824,16824,16824,NM,West Hammond CDP,58990
16825,16825,16825,16825,16825,NM,White Rock CDP,107688
16826,16826,16826,16826,16826,NM,White Sands CDP,45046
16827,16827,16827,16827,16827,NM,Whites City CDP,-
16828,16828,16828,16828,16828,NM,White Signal CDP,63788
16829,16829,16829,16829,16829,NM,Willard village,20625
16830,16830,16830,16830,16830,NM,Williamsburg village,22000
16831,16831,16831,16831,16831,NM,Windmill CDP,(X)
16832,16832,16832,16832,16832,NM,Winston CDP,-
16833,16833,16833,16833,16833,NM,Yah-ta-hey CDP,(X)
16834,16834,16834,16834,16834,NM,Young Place CDP,(X)
16835,16835,16835,16835,16835,NM,Youngsville CDP,21250
16836,16836,16836,16836,16836,NM,Zia Pueblo CDP,40000
16837,16837,16837,16837,16837,NM,Zuni Pueblo CDP,35752
16838,16838,16838,16838,16838,NY,Accord CDP,112083
16839,16839,16839,16839,16839,NY,Adams village,40341
16840,16840,16840,16840,16840,NY,Adams Center CDP,33849
16841,16841,16841,16841,16841,NY,Addison village,49821
16842,16842,16842,16842,16842,NY,Afton village,41042
16843,16843,16843,16843,16843,NY,Airmont village,91458
16844,16844,16844,16844,16844,NY,Akron village,47311
16845,16845,16845,16845,16845,NY,Albany city,40949
16846,16846,16846,16846,16846,NY,Albertson CDP,108750
16847,16847,16847,16847,16847,NY,Albion village,24205
16848,16848,16848,16848,16848,NY,Alden village,52005
16849,16849,16849,16849,16849,NY,Alexander village,56250
16850,16850,16850,16850,16850,NY,Alexandria Bay village,40156
16851,16851,16851,16851,16851,NY,Alfred village,25469
16852,16852,16852,16852,16852,NY,Allegany village,48750
16853,16853,16853,16853,16853,NY,Almond village,48864
16854,16854,16854,16854,16854,NY,Altamont village,80078
16855,16855,16855,16855,16855,NY,Altmar village,27386
16856,16856,16856,16856,16856,NY,Altona CDP,31900
16857,16857,16857,16857,16857,NY,Amagansett CDP,93750
16858,16858,16858,16858,16858,NY,Amenia CDP,58200
16859,16859,16859,16859,16859,NY,Ames village,61667
16860,16860,16860,16860,16860,NY,Amityville village,83125
16861,16861,16861,16861,16861,NY,Amsterdam city,33917
16862,16862,16862,16862,16862,NY,Andes CDP,46250
16863,16863,16863,16863,16863,NY,Andover village,48438
16864,16864,16864,16864,16864,NY,Angelica village,45417
16865,16865,16865,16865,16865,NY,Angola village,52950
16866,16866,16866,16866,16866,NY,Angola on the Lake CDP,40833
16867,16867,16867,16867,16867,NY,Antwerp village,50139
16868,16868,16868,16868,16868,NY,Apalachin CDP,51856
16869,16869,16869,16869,16869,NY,Aquebogue CDP,90847
16870,16870,16870,16870,16870,NY,Arcade village,39205
16871,16871,16871,16871,16871,NY,Ardsley village,141447
16872,16872,16872,16872,16872,NY,Argyle village,53500
16873,16873,16873,16873,16873,NY,Arkport village,48438
16874,16874,16874,16874,16874,NY,Arlington CDP,42208
16875,16875,16875,16875,16875,NY,Armonk CDP,183036
16876,16876,16876,16876,16876,NY,Asharoken village,153750
16877,16877,16877,16877,16877,NY,Athens village,47173
16878,16878,16878,16878,16878,NY,Atlantic Beach village,110714
16879,16879,16879,16879,16879,NY,Attica village,54265
16880,16880,16880,16880,16880,NY,Auburn city,39438
16881,16881,16881,16881,16881,NY,Aurora village,70833
16882,16882,16882,16882,16882,NY,Au Sable Forks CDP,45625
16883,16883,16883,16883,16883,NY,Averill Park CDP,73261
16884,16884,16884,16884,16884,NY,Avoca village,47788
16885,16885,16885,16885,16885,NY,Avon village,60688
16886,16886,16886,16886,16886,NY,Babylon village,100025
16887,16887,16887,16887,16887,NY,Bainbridge village,44402
16888,16888,16888,16888,16888,NY,Baiting Hollow CDP,83380
16889,16889,16889,16889,16889,NY,Baldwin CDP,91462
16890,16890,16890,16890,16890,NY,Baldwin Harbor CDP,102469
16891,16891,16891,16891,16891,NY,Baldwinsville village,47431
16892,16892,16892,16892,16892,NY,Ballston Spa village,60989
16893,16893,16893,16893,16893,NY,Balmville CDP,63750
16894,16894,16894,16894,16894,NY,Bardonia CDP,115927
16895,16895,16895,16895,16895,NY,Barker village,41458
16896,16896,16896,16896,16896,NY,Barneveld village,57292
16897,16897,16897,16897,16897,NY,Barnum Island CDP,95375
16898,16898,16898,16898,16898,NY,Batavia city,41584
16899,16899,16899,16899,16899,NY,Bath village,38266
16900,16900,16900,16900,16900,NY,Baxter Estates village,114107
16901,16901,16901,16901,16901,NY,Bay Park CDP,78333
16902,16902,16902,16902,16902,NY,Bayport CDP,81955
16903,16903,16903,16903,16903,NY,Bay Shore CDP,70229
16904,16904,16904,16904,16904,NY,Bayville village,101221
16905,16905,16905,16905,16905,NY,Baywood CDP,74609
16906,16906,16906,16906,16906,NY,Beacon city,65305
16907,16907,16907,16907,16907,NY,Beaver Dam Lake CDP,106138
16908,16908,16908,16908,16908,NY,Bedford CDP,188705
16909,16909,16909,16909,16909,NY,Bedford Hills CDP,42155
16910,16910,16910,16910,16910,NY,Belfast CDP,35078
16911,16911,16911,16911,16911,NY,Bellerose village,177500
16912,16912,16912,16912,16912,NY,Bellerose Terrace CDP,96538
16913,16913,16913,16913,16913,NY,Belle Terre village,204750
16914,16914,16914,16914,16914,NY,Belleville CDP,28784
16915,16915,16915,16915,16915,NY,Bellmore CDP,114474
16916,16916,16916,16916,16916,NY,Bellport village,82500
16917,16917,16917,16917,16917,NY,Belmont village,40000
16918,16918,16918,16918,16918,NY,Bemus Point village,36477
16919,16919,16919,16919,16919,NY,Bergen village,60313
16920,16920,16920,16920,16920,NY,Bethpage CDP,99423
16921,16921,16921,16921,16921,NY,Big Flats CDP,65269
16922,16922,16922,16922,16922,NY,Billington Heights CDP,84091
16923,16923,16923,16923,16923,NY,Binghamton city,29824
16924,16924,16924,16924,16924,NY,Binghamton University CDP,-
16925,16925,16925,16925,16925,NY,Black River village,60000
16926,16926,16926,16926,16926,NY,Blasdell village,41520
16927,16927,16927,16927,16927,NY,Blauvelt CDP,118929
16928,16928,16928,16928,16928,NY,Bliss CDP,60469
16929,16929,16929,16929,16929,NY,Blodgett Mills CDP,51771
16930,16930,16930,16930,16930,NY,Bloomfield village,55298
16931,16931,16931,16931,16931,NY,Bloomingburg village,45417
16932,16932,16932,16932,16932,NY,Bloomville CDP,63393
16933,16933,16933,16933,16933,NY,Blue Point CDP,108704
16934,16934,16934,16934,16934,NY,Bohemia CDP,82011
16935,16935,16935,16935,16935,NY,Bolivar village,41042
16936,16936,16936,16936,16936,NY,Bolton Landing CDP,90000
16937,16937,16937,16937,16937,NY,Boonville village,32500
16938,16938,16938,16938,16938,NY,Brasher Falls CDP,54120
16939,16939,16939,16939,16939,NY,Breesport CDP,57750
16940,16940,16940,16940,16940,NY,Brentwood CDP,70139
16941,16941,16941,16941,16941,NY,Brewerton CDP,57708
16942,16942,16942,16942,16942,NY,Brewster village,49917
16943,16943,16943,16943,16943,NY,Brewster Hill CDP,90909
16944,16944,16944,16944,16944,NY,Briarcliff Manor village,141170
16945,16945,16945,16945,16945,NY,Bridgehampton CDP,77174
16946,16946,16946,16946,16946,NY,Bridgeport CDP,47038
16947,16947,16947,16947,16947,NY,Bridgewater CDP,41250
16948,16948,16948,16948,16948,NY,Brighton CDP,66149
16949,16949,16949,16949,16949,NY,Brightwaters village,122692
16950,16950,16950,16950,16950,NY,Brinckerhoff CDP,95388
16951,16951,16951,16951,16951,NY,Broadalbin village,56439
16952,16952,16952,16952,16952,NY,Brockport village,41493
16953,16953,16953,16953,16953,NY,Brocton village,38438
16954,16954,16954,16954,16954,NY,Bronxville village,198839
16955,16955,16955,16955,16955,NY,Brookhaven CDP,90833
16956,16956,16956,16956,16956,NY,Brookville village,214167
16957,16957,16957,16957,16957,NY,Brownville village,52614
16958,16958,16958,16958,16958,NY,Brushton village,42500
16959,16959,16959,16959,16959,NY,Buchanan village,97935
16960,16960,16960,16960,16960,NY,Buffalo city,31918
16961,16961,16961,16961,16961,NY,Burdett village,47500
16962,16962,16962,16962,16962,NY,Burke village,38750
16963,16963,16963,16963,16963,NY,Busti CDP,59861
16964,16964,16964,16964,16964,NY,Byersville CDP,53611
16965,16965,16965,16965,16965,NY,Cairo CDP,23883
16966,16966,16966,16966,16966,NY,Calcium CDP,48398
16967,16967,16967,16967,16967,NY,Caledonia village,51481
16968,16968,16968,16968,16968,NY,Callicoon CDP,39063
16969,16969,16969,16969,16969,NY,Calverton CDP,46176
16970,16970,16970,16970,16970,NY,Cambridge village,43750
16971,16971,16971,16971,16971,NY,Camden village,35926
16972,16972,16972,16972,16972,NY,Camillus village,49688
16973,16973,16973,16973,16973,NY,Campbell CDP,40313
16974,16974,16974,16974,16974,NY,Canajoharie village,45455
16975,16975,16975,16975,16975,NY,Canandaigua city,43185
16976,16976,16976,16976,16976,NY,Canaseraga village,29875
16977,16977,16977,16977,16977,NY,Canastota village,47431
16978,16978,16978,16978,16978,NY,Candor village,50417
16979,16979,16979,16979,16979,NY,Canisteo village,42422
16980,16980,16980,16980,16980,NY,Canton village,48988
16981,16981,16981,16981,16981,NY,Cape Vincent village,47188
16982,16982,16982,16982,16982,NY,Carle Place CDP,98269
16983,16983,16983,16983,16983,NY,Carmel Hamlet CDP,83636
16984,16984,16984,16984,16984,NY,Caroga Lake CDP,45083
16985,16985,16985,16985,16985,NY,Carthage village,42587
16986,16986,16986,16986,16986,NY,Cassadaga village,52917
16987,16987,16987,16987,16987,NY,Castile village,47045
16988,16988,16988,16988,16988,NY,Castleton-on-Hudson village,68375
16989,16989,16989,16989,16989,NY,Castorland village,45000
16990,16990,16990,16990,16990,NY,Cato village,47083
16991,16991,16991,16991,16991,NY,Catskill village,36442
16992,16992,16992,16992,16992,NY,Cattaraugus village,41429
16993,16993,16993,16993,16993,NY,Cayuga village,50536
16994,16994,16994,16994,16994,NY,Cayuga Heights village,78285
16995,16995,16995,16995,16995,NY,Cazenovia village,56696
16996,16996,16996,16996,16996,NY,Cedarhurst village,88913
16997,16997,16997,16997,16997,NY,Celoron village,42500
16998,16998,16998,16998,16998,NY,Centereach CDP,94432
16999,16999,16999,16999,16999,NY,Center Moriches CDP,89037
17000,17000,17000,17000,17000,NY,Centerport CDP,103945
17001,17001,17001,17001,17001,NY,Central Bridge CDP,31346
17002,17002,17002,17002,17002,NY,Central Islip CDP,66430
17003,17003,17003,17003,17003,NY,Central Square village,45240
17004,17004,17004,17004,17004,NY,Centre Island village,144375
17005,17005,17005,17005,17005,NY,Chadwicks CDP,37833
17006,17006,17006,17006,17006,NY,Champlain village,42054
17007,17007,17007,17007,17007,NY,Chappaqua CDP,113300
17008,17008,17008,17008,17008,NY,Chateaugay village,40500
17009,17009,17009,17009,17009,NY,Chatham village,46188
17010,17010,17010,17010,17010,NY,Chaumont village,49688
17011,17011,17011,17011,17011,NY,Chautauqua CDP,95333
17012,17012,17012,17012,17012,NY,Chazy CDP,49028
17013,17013,17013,17013,17013,NY,Cheektowaga CDP,48508
17014,17014,17014,17014,17014,NY,Chenango Bridge CDP,71645
17015,17015,17015,17015,17015,NY,Cherry Creek village,40000
17016,17016,17016,17016,17016,NY,Cherry Valley village,55556
17017,17017,17017,17017,17017,NY,Chester village,62929
17018,17018,17018,17018,17018,NY,Chestertown CDP,46761
17019,17019,17019,17019,17019,NY,Chestnut Ridge village,89813
17020,17020,17020,17020,17020,NY,Chittenango village,62902
17021,17021,17021,17021,17021,NY,Churchville village,59000
17022,17022,17022,17022,17022,NY,Clarence CDP,69821
17023,17023,17023,17023,17023,NY,Clarence Center CDP,111250
17024,17024,17024,17024,17024,NY,Clark Mills CDP,52222
17025,17025,17025,17025,17025,NY,Clarkson CDP,58700
17026,17026,17026,17026,17026,NY,Claverack-Red Mills CDP,87404
17027,17027,17027,17027,17027,NY,Clayton village,50049
17028,17028,17028,17028,17028,NY,Clayville village,44167
